,stateProvince,normTitleCategory,estimatedSalary,Job Category Frequency,Index,estimatedSalary/Index
35,AK,science,39095.454545454544,22,131.30000000000163,297.75669874679403
36,AK,service,38562.5,16,131.30000000000163,293.69763899466506
37,AK,socialscience,69650.0,2,131.30000000000163,530.4645849200239
38,AK,sports,39750.0,2,131.30000000000163,302.741812642799
39,AK,techhelp,62000.0,5,131.30000000000163,472.20106626046635
40,AK,techinfo,62777.77777777778,9,131.30000000000163,478.1247355504722
41,AK,techsoftware,79680.0,5,131.30000000000163,606.8545316069993
42,AK,therapy,72500.0,20,131.30000000000163,552.1706016755453
43,AK,transport,34900.0,1,131.30000000000163,265.8035034272625
44,AK,uncategorized,33527.27272727273,11,131.30000000000163,255.34861178425217
45,AK,veterinary,22600.0,5,131.30000000000163,172.12490479816998
46,AK,warehouse,23045.454545454544,11,131.30000000000163,175.51755175517332
47,AL,accounting,49185.365853658535,41,90.29999999999313,544.6884369176332
48,AL,admin,35229.78723404255,141,90.29999999999313,390.14160835044555
49,AL,arch,49100.0,2,90.29999999999313,543.7430786268409
50,AL,arts,39738.46153846154,13,90.29999999999313,440.0715563506596
51,AL,aviation,85333.33333333333,3,90.29999999999313,944.9981543005517
52,AL,care,26373.684210526317,19,90.29999999999313,292.06737774671456
53,AL,childcare,28102.5,80,90.29999999999313,311.21262458474126
54,AL,construction,34880.0,40,90.29999999999313,386.26799557035054
55,AL,customer,25245.454545454544,132,90.29999999999313,279.5731400382776
56,AL,driver,47362.5850340136,441,90.29999999999313,524.5026028130366
57,AL,education,43044.230769230766,104,90.29999999999313,476.68029644777454
58,AL,engchem,64533.333333333336,3,90.29999999999313,714.6548541897923
59,AL,engcivil,84842.1052631579,19,90.29999999999313,939.5581978202032
60,AL,engelectric,71514.28571428571,14,90.29999999999313,791.9632969467458
61,AL,engid,81550.0,32,90.29999999999313,903.1007751938671
62,AL,engmech,78837.5,8,90.29999999999313,873.0620155039423
63,AL,finance,44240.0,10,90.29999999999313,489.9224806201923
64,AL,food,24361.224489795917,294,90.29999999999313,269.7810021018579
65,AL,hospitality,27466.666666666668,12,90.29999999999313,304.1712809154901
66,AL,hr,57056.666666666664,30,90.29999999999313,631.8567737172868
67,AL,install,36928.27004219409,237,90.29999999999313,408.950941774052
68,AL,insurance,43026.31578947369,19,90.29999999999313,476.4819024305311
69,AL,legal,70835.71428571429,14,90.29999999999313,784.4486631862644
70,AL,management,45552.7027027027,444,90.29999999999313,504.4596091108102
71,AL,manufacturing,30990.909090909092,77,90.29999999999313,343.19943622271813
72,AL,marketing,48420.0,30,90.29999999999313,536.2126245847584
73,AL,math,77246.66666666667,15,90.29999999999313,855.4448135844136
74,AL,meddental,65080.0,15,90.29999999999313,720.7087486157801
75,AL,meddr,161488.3495145631,103,90.29999999999313,1788.3538152223186
76,AL,media,47925.0,12,90.29999999999313,530.7308970100071
77,AL,medinfo,39141.666666666664,24,90.29999999999313,433.4625322997745
78,AL,mednurse,55863.44410876133,331,90.29999999999313,618.6427919021659
79,AL,medtech,43512.380952380954,105,90.29999999999313,481.864683858076
80,AL,military,38336.36363636364,11,90.29999999999313,424.54444780029405
81,AL,personal,30036.363636363636,22,90.29999999999313,332.6286116984044
82,AL,pharmacy,45670.967741935485,31,90.29999999999313,505.76929946776255
83,AL,project,77858.97435897436,39,90.29999999999313,862.2256296675557
84,AL,protective,30006.451612903227,31,90.29999999999313,332.2973600543246
85,AL,realestate,41770.0,10,90.29999999999313,462.5692137320396
86,AL,retail,25799.076923076922,325,90.29999999999313,285.7040633785037
87,AL,sales,46135.78431372549,204,90.29999999999313,510.9167698087375
88,AL,sanitation,24431.39534883721,86,90.29999999999313,270.55808802701074
89,AL,science,52184.61538461538,13,90.29999999999313,577.902717437645
90,AL,service,34422.857142857145,70,90.29999999999313,381.20550545802615
91,AL,socialscience,78766.66666666667,3,90.29999999999313,872.2775932078921
92,AL,sports,56750.0,6,90.29999999999313,628.4606866002692
93,AL,tech,34400.0,1,90.29999999999313,380.9523809524099
94,AL,techhelp,62552.77777777778,36,90.29999999999313,692.7217915590536
95,AL,techinfo,75347.36842105263,57,90.29999999999313,834.4116104214658
96,AL,techsoftware,86101.2048192771,83,90.29999999999313,953.5017144992653
97,AL,therapy,67102.32558139534,86,90.29999999999313,743.1043807464058
98,AL,transport,38444.444444444445,9,90.29999999999313,425.7413559739465
99,AL,uncategorized,33682.72727272727,110,90.29999999999313,373.00916138128275
100,AL,veterinary,25280.0,5,90.29999999999313,279.95570321153843
101,AL,warehouse,25551.428571428572,70,90.29999999999313,282.9615567157311
102,AR,accounting,50538.88888888889,54,87.79999999999616,575.6137686661857
103,AR,admin,35868.5393258427,89,87.79999999999616,408.5255048501625
104,AR,agriculture,25450.0,2,87.79999999999616,289.86332574033156
105,AR,arch,90366.66666666667,3,87.79999999999616,1029.2331055429456
106,AR,arts,34233.333333333336,6,87.79999999999616,389.9012908124696
107,AR,care,27363.636363636364,11,87.79999999999616,311.6587285152342
108,AR,childcare,27476.08695652174,46,87.79999999999616,312.9394869763433
109,AR,construction,34105.0,20,87.79999999999616,388.4396355353245
110,AR,customer,25934.939759036144,83,87.79999999999616,295.38655762001457
111,AR,driver,45268.75,288,87.79999999999616,515.5894077448972
112,AR,education,37375.0,64,87.79999999999616,425.6833712984241
113,AR,engcivil,64320.0,10,87.79999999999616,732.5740318906926
114,AR,engelectric,65266.666666666664,6,87.79999999999616,743.356112376646
115,AR,engid,80318.18181818182,11,87.79999999999616,914.7856699109947
116,AR,finance,53187.5,8,87.79999999999616,605.7801822323727
117,AR,food,27611.11111111111,189,87.79999999999616,314.477347506974
118,AR,hospitality,28966.666666666668,3,87.79999999999616,329.91647684132045
119,AR,hr,62540.90909090909,22,87.79999999999616,712.3110374819114
120,AR,install,35672.8813559322,177,87.79999999999616,406.2970541678105
121,AR,insurance,44337.5,8,87.79999999999616,504.9829157175619
122,AR,legal,59433.333333333336,3,87.79999999999616,676.9172361427783
123,AR,management,43711.88524590164,244,87.79999999999616,497.8574629373981
124,AR,manufacturing,29218.75,48,87.79999999999616,332.78758542142685
125,AR,marketing,44575.0,12,87.79999999999616,507.6879271070837
126,AR,math,63060.0,5,87.79999999999616,718.2232346241772
127,AR,meddental,54000.0,7,87.79999999999616,615.0341685649472
128,AR,meddr,145806.1224489796,49,87.79999999999616,1660.6619868905007
129,AR,media,44066.666666666664,3,87.79999999999616,501.89825360670375
130,AR,medinfo,34714.28571428572,14,87.79999999999616,395.37910836318036
131,AR,mednurse,55394.90909090909,275,87.79999999999616,630.9215158418167
132,AR,medtech,41068.75,80,87.79999999999616,467.7534168565125
133,AR,military,37066.666666666664,9,87.79999999999616,422.17160212606245
134,AR,personal,36290.90909090909,11,87.79999999999616,413.33609442950655
135,AR,pharmacy,38081.818181818184,11,87.79999999999616,433.7336922758525
136,AR,project,68058.82352941176,17,87.79999999999616,775.1574433874116
137,AR,protective,31881.81818181818,22,87.79999999999616,363.11865810728443
138,AR,realestate,35580.0,5,87.79999999999616,405.23917995445964
139,AR,retail,27617.283950617282,162,87.79999999999616,314.5476531961104
140,AR,sales,45425.233644859814,107,87.79999999999616,517.3716816043485
141,AR,sanitation,24421.951219512193,41,87.79999999999616,278.1543419078959
142,AR,science,30678.571428571428,14,87.79999999999616,349.41425317281056
143,AR,service,39615.38461538462,52,87.79999999999616,451.2002803574755
144,AR,socialscience,88800.0,1,87.79999999999616,1011.3895216401354
145,AR,tech,33700.0,1,87.79999999999616,383.8268792710874
146,AR,techhelp,70312.0,25,87.79999999999616,800.8200455581216
147,AR,techinfo,79990.90909090909,22,87.79999999999616,911.0581901015101
148,AR,techsoftware,86741.86046511628,43,87.79999999999616,987.948296869249
149,AR,therapy,63979.31034482759,58,87.79999999999616,728.6937396905511
150,AR,transport,33144.444444444445,9,87.79999999999616,377.4993672488143
151,AR,uncategorized,28090.29126213592,103,87.79999999999616,319.93498020657347
152,AR,veterinary,24275.0,4,87.79999999999616,276.48063781322395
153,AR,warehouse,23280.95238095238,63,87.79999999999616,265.1589109447995
154,AZ,accounting,51727.1186440678,236,95.59999999998594,541.0786469045545
155,AZ,admin,35031.16279069767,430,95.59999999998594,366.43475722492497
156,AZ,agriculture,28950.0,2,95.59999999998594,302.82426778247134
157,AZ,arch,58862.5,8,95.59999999998594,615.7165271967433
158,AZ,arts,52394.117647058825,17,95.59999999998594,548.0556239232901
159,AZ,aviation,58388.23529411765,17,95.59999999998594,610.7555993109439
160,AZ,care,23657.894736842107,76,95.59999999998594,247.46751816784086
161,AZ,childcare,27228.5,200,95.59999999998594,284.81694560673645
162,AZ,construction,35972.58064516129,62,95.59999999998594,376.28222432182616
163,AZ,customer,26710.565110565112,407,95.59999999998594,279.39921663775146
164,AZ,driver,41660.89743589744,312,95.59999999998594,435.7834459822549
165,AZ,education,41328.301886792455,318,95.59999999998594,432.3044130418257
166,AZ,engchem,80920.0,5,95.59999999998594,846.443514644476
167,AZ,engcivil,71391.66666666667,12,95.59999999998594,746.7747559275855
168,AZ,engelectric,59096.2962962963,27,95.59999999998594,618.1620951496338
169,AZ,engid,88557.4074074074,54,95.59999999998594,926.3327134667409
170,AZ,engmech,74742.85714285714,21,95.59999999998594,781.8290496115914
171,AZ,finance,60610.63829787234,47,95.59999999998594,634.0024926556616
172,AZ,food,23748.20415879017,529,95.59999999998594,248.41217739323915
173,AZ,hospitality,27639.473684210527,38,95.59999999998594,289.11583351688904
174,AZ,hr,56634.444444444445,90,95.59999999998594,592.4105067411379
175,AZ,install,36939.27038626609,466,95.59999999998594,386.3940416974009
176,AZ,insurance,47304.166666666664,48,95.59999999998594,494.8134588564186
177,AZ,legal,63457.57575757576,33,95.59999999998594,663.7821731964968
178,AZ,management,51461.6298811545,589,95.59999999998594,538.3015677945823
179,AZ,manufacturing,34014.606741573036,89,95.59999999998594,355.80132574872425
180,AZ,marketing,47439.50617283951,81,95.59999999998594,496.22914406743183
181,AZ,math,64681.48148148148,27,95.59999999998594,676.5845343252196
182,AZ,meddental,65462.5,32,95.59999999998594,684.7541841005191
183,AZ,meddr,144194.51219512196,164,95.59999999998594,1508.310797020326
184,AZ,media,50421.42857142857,14,95.59999999998594,527.4208009564434
185,AZ,medinfo,35269.117647058825,68,95.59999999998594,368.9238247600838
186,AZ,mednurse,62026.470588235294,646,95.59999999998594,648.812453851929
187,AZ,medtech,40373.12775330397,227,95.59999999998594,422.3130518128651
188,AZ,military,119000.0,2,95.59999999998594,1244.7698744771706
189,AZ,mining,31450.0,2,95.59999999998594,328.9748953975379
190,AZ,personal,40965.454545454544,55,95.59999999998594,428.5089387600478
191,AZ,pharmacy,52286.30136986302,73,95.59999999998594,546.927838596974
192,AZ,project,72359.34065934065,91,95.59999999998594,756.8968688216663
193,AZ,protective,29430.85106382979,94,95.59999999998594,307.8540906258799
194,AZ,realestate,54431.57894736842,38,95.59999999998594,569.3679806210923
195,AZ,retail,27973.529411764706,476,95.59999999998594,292.61014029046885
196,AZ,sales,47584.345794392524,428,95.59999999998594,497.7442028702879
197,AZ,sanitation,23758.394160583943,137,95.59999999998594,248.51876737016147
198,AZ,science,52321.875,32,95.59999999998594,547.2999476988252
199,AZ,service,39493.69369369369,222,95.59999999998594,413.11395077091527
200,AZ,socialscience,52045.454545454544,11,95.59999999998594,544.408520350023
201,AZ,sports,43213.793103448275,29,95.59999999998594,452.02712451312374
202,AZ,tech,33700.0,1,95.59999999998594,352.51046025109787
203,AZ,techhelp,59475.23809523809,105,95.59999999998594,622.1259214983979
204,AZ,techinfo,66551.51515151515,132,95.59999999998594,696.1455559782944
205,AZ,techsoftware,87557.79816513762,218,95.59999999998594,915.8765498446704
206,AZ,therapy,57988.62559241706,211,95.59999999998594,606.575581510728
207,AZ,transport,39752.0,25,95.59999999998594,415.81589958165114
208,AZ,uncategorized,35779.545454545456,220,95.59999999998594,374.2630277672669
209,AZ,veterinary,33359.09090909091,22,95.59999999998594,348.9444655763161
210,AZ,warehouse,23981.954887218046,133,95.59999999998594,250.8572686947863
211,CA,accounting,59180.09787928222,1226,141.0,419.71700623604414
212,CA,admin,38123.8945958017,2239,141.0,270.3822311758986
213,CA,agriculture,41944.444444444445,9,141.0,297.478329393223
214,CA,arch,75203.2967032967,91,141.0,533.356714207778
215,CA,arts,59658.29596412556,223,141.0,423.10848201507486
216,CA,aviation,60532.35294117647,34,141.0,429.3074676679182
217,CA,care,26629.639175257733,388,141.0,188.86268918622505
218,CA,childcare,28528.01070472792,1121,141.0,202.32631705480793
219,CA,construction,38219.318181818184,352,141.0,271.05899419729207
220,CA,customer,30160.305810397553,1635,141.0,213.9028780879259
221,CA,driver,39198.557327258924,1317,141.0,278.0039526755952
222,CA,education,47207.68166089965,1445,141.0,334.8062529141819
223,CA,engchem,77457.8947368421,19,141.0,549.3467711832774
224,CA,engcivil,85521.91780821918,73,141.0,606.5384241717672
225,CA,engelectric,82888.33333333333,120,141.0,587.8605200945626
226,CA,engid,90557.80821917808,365,141.0,642.2539590012631
227,CA,engmech,84134.32835820895,134,141.0,596.6973642426167
228,CA,finance,63453.030303030304,264,141.0,450.0214915108532
229,CA,food,26154.991596638654,2975,141.0,185.4963943024018
230,CA,hospitality,32813.60544217687,147,141.0,232.7206059728856
231,CA,hr,59183.21917808219,584,141.0,419.73914310696586
232,CA,install,40219.82281284607,1806,141.0,285.24697030387284
233,CA,insurance,49972.68041237113,194,141.0,354.4161731373839
234,CA,legal,74930.18181818182,275,141.0,531.4197292069633
235,CA,management,60222.04899777283,3592,141.0,427.10673048065837
236,CA,manufacturing,33750.0,588,141.0,239.36170212765958
237,CA,marketing,62074.396782841824,746,141.0,440.24394881448103
238,CA,math,80210.16042780748,187,141.0,568.866386012819
239,CA,meddental,52444.21768707483,147,141.0,371.94480629131084
240,CA,meddr,146481.81818181818,627,141.0,1038.8781431334623
241,CA,media,53019.742489270386,233,141.0,376.02654247709495
242,CA,medinfo,43517.40740740741,270,141.0,308.63409508799583
243,CA,mednurse,65180.040322580644,2976,141.0,462.26978952184857
244,CA,medtech,49532.32421875,1024,141.0,351.29307956560285
245,CA,military,48461.53846153846,13,141.0,343.6988543371522
246,CA,mining,78175.0,4,141.0,554.4326241134752
247,CA,personal,38782.74111675127,197,141.0,275.05490153724304
248,CA,pharmacy,56935.49618320611,262,141.0,403.7978452709653
249,CA,project,81472.53289473684,608,141.0,577.8193822321762
250,CA,protective,33230.81896551724,464,141.0,235.67956713132793
251,CA,realestate,55414.4578313253,166,141.0,393.01033922925745
252,CA,retail,29778.672427337,2546,141.0,211.1962583499078
253,CA,sales,54146.15718627877,2303,141.0,384.01529919346643
254,CA,sanitation,26195.043731778427,686,141.0,185.78045199842856
255,CA,science,64752.530120481926,415,141.0,459.23780227292144
256,CA,service,44373.430962343096,956,141.0,314.7051841300929
257,CA,socialscience,65122.72727272727,44,141.0,461.86331399097355
258,CA,sports,37958.73786407767,206,141.0,269.2109068374303
259,CA,tech,47225.0,4,141.0,334.92907801418437
260,CA,techhelp,70304.94845360825,485,141.0,498.6166556993493
261,CA,techinfo,82721.50170648465,879,141.0,586.677317067267
262,CA,techsoftware,101673.9445628998,2345,141.0,721.0918054106369
263,CA,therapy,66601.6111707841,931,141.0,472.3518522750646
264,CA,transport,49581.03448275862,116,141.0,351.6385424309122
265,CA,uncategorized,44767.03397612488,1089,141.0,317.4966948661339
266,CA,veterinary,31850.746268656716,134,141.0,225.89181750820367
267,CA,warehouse,25968.357487922705,828,141.0,184.17274814129578
268,CO,accounting,57130.864197530864,162,102.30000000001405,558.4639706502738
269,CO,admin,41253.47721822542,417,102.30000000001405,403.259796854543
270,CO,agriculture,46800.0,2,102.30000000001405,457.4780058650398
271,CO,arch,88610.52631578948,19,102.30000000001405,866.1830529401497
272,CO,arts,51624.0,25,102.30000000001405,504.6334310849747
273,CO,aviation,68175.0,4,102.30000000001405,666.4222873899378
274,CO,care,24720.689655172413,116,102.30000000001405,241.64897023625628
275,CO,childcare,27083.26359832636,239,102.30000000001405,264.7435346854608
276,CO,construction,35611.57024793389,121,102.30000000001405,348.1091910843499
277,CO,customer,27398.4496124031,387,102.30000000001405,267.8245318905116
278,CO,driver,42597.798742138366,318,102.30000000001405,416.4007697178154
279,CO,education,42451.87969924812,266,102.30000000001405,414.9743861118504
280,CO,engchem,84375.0,4,102.30000000001405,824.7800586509131
281,CO,engcivil,83046.15384615384,13,102.30000000001405,811.7903601773454
282,CO,engelectric,74186.95652173914,23,102.30000000001405,725.1901908282399
283,CO,engid,87388.88888888889,90,102.30000000001405,854.2413381121885
284,CO,engmech,73346.15384615384,13,102.30000000001405,716.9712008420701
285,CO,finance,54838.29787234042,47,102.30000000001405,536.0537426425502
286,CO,food,24401.540616246497,714,102.30000000001405,238.52923378536798
287,CO,hospitality,25481.48148148148,27,102.30000000001405,249.08584048365574
288,CO,hr,53621.348314606745,89,102.30000000001405,524.1578525376283
289,CO,install,36451.02880658436,486,102.30000000001405,356.3150420975499
290,CO,insurance,50420.68965517241,29,102.30000000001405,492.8708666194085
291,CO,legal,60860.0,40,102.30000000001405,594.9169110458616
292,CO,management,51982.794117647056,680,102.30000000001405,508.140704962267
293,CO,manufacturing,32018.018018018018,111,102.30000000001405,312.98160330414095
294,CO,marketing,54372.52747252747,91,102.30000000001405,531.5007573071359
295,CO,math,74286.66666666667,45,102.30000000001405,726.1648745518717
296,CO,meddental,48382.35294117647,34,102.30000000001405,472.94577655102466
297,CO,meddr,144606.97674418605,129,102.30000000001405,1413.557934938086
298,CO,media,47455.1724137931,29,102.30000000001405,463.8824282872589
299,CO,medinfo,37864.0,50,102.30000000001405,370.1270772238006
300,CO,mednurse,57966.89419795222,586,102.30000000001405,566.6363069202762
301,CO,medtech,42430.593607305935,219,102.30000000001405,414.7663109217997
302,CO,military,70557.14285714286,7,102.30000000001405,689.7081413209498
303,CO,mining,36266.666666666664,3,102.30000000001405,354.5128706418542
304,CO,personal,38793.023255813954,43,102.30000000001405,379.2084384732026
305,CO,pharmacy,49665.0,40,102.30000000001405,485.4838709676753
306,CO,project,78881.1320754717,106,102.30000000001405,771.0765598774278
307,CO,protective,35180.45977011494,87,102.30000000001405,343.8950124155436
308,CO,realestate,56363.63636363636,33,102.30000000001405,550.9641873277479
309,CO,retail,27121.06135986733,603,102.30000000001405,265.11301427041644
310,CO,sales,51107.26872246696,454,102.30000000001405,499.5822944521988
311,CO,sanitation,24622.085889570553,163,102.30000000001405,240.6851015597964
312,CO,science,60308.57142857143,35,102.30000000001405,589.5266024297473
313,CO,service,39797.10982658959,173,102.30000000001405,389.023556467098
314,CO,socialscience,49255.555555555555,9,102.30000000001405,481.48148148141536
315,CO,sports,34145.71428571428,35,102.30000000001405,333.78019829628147
316,CO,techhelp,64288.622754491014,167,102.30000000001405,628.4322849900507
317,CO,techinfo,75272.72727272728,132,102.30000000001405,735.8037856570571
318,CO,techsoftware,95007.2463768116,276,102.30000000001405,928.7120857947073
319,CO,therapy,61428.57142857143,154,102.30000000001405,600.4747940230986
320,CO,transport,43710.52631578947,19,102.30000000001405,427.27787209954516
321,CO,uncategorized,34097.27891156462,294,102.30000000001405,333.3067342283474
322,CO,veterinary,34470.58823529412,34,102.30000000001405,336.95589672814646
323,CO,warehouse,24420.27972027972,143,102.30000000001405,238.7124117329068
324,CT,accounting,63486.290322580644,124,125.70000000000806,505.0619755177134
325,CT,admin,40248.02631578947,152,125.70000000000806,320.19114014150273
326,CT,agriculture,73400.0,1,125.70000000000806,583.929992044513
327,CT,arch,111566.66666666667,3,125.70000000000806,887.5629806416828
328,CT,arts,44505.0,20,125.70000000000806,354.05727923625415
329,CT,aviation,97900.0,1,125.70000000000806,778.8385043754473
330,CT,care,26152.0,50,125.70000000000806,208.05091487667718
331,CT,childcare,27462.264150943396,106,125.70000000000806,218.47465513875605
332,CT,construction,35903.22580645161,31,125.70000000000806,285.62629917620774
333,CT,customer,27489.655172413793,116,125.70000000000806,218.6925630263487
334,CT,driver,44748.677248677246,189,125.70000000000806,355.99584127823687
335,CT,education,45904.27350427351,117,125.70000000000806,365.18912891225585
336,CT,engchem,75325.0,4,125.70000000000806,599.2442322990864
337,CT,engcivil,79114.28571428571,7,125.70000000000806,629.3897033753432
338,CT,engelectric,60591.666666666664,12,125.70000000000806,482.0339432510961
339,CT,engid,79673.5294117647,34,125.70000000000806,633.8387383592649
340,CT,engmech,75256.25,16,125.70000000000806,598.6972951471374
341,CT,finance,64350.0,14,125.70000000000806,511.93317422431085
342,CT,food,26424.074074074073,216,125.70000000000806,210.215386428579
343,CT,hospitality,35700.0,8,125.70000000000806,284.0095465393613
344,CT,hr,65208.333333333336,48,125.70000000000806,518.7616016971293
345,CT,install,38966.19718309859,213,125.70000000000806,309.99361323067694
346,CT,insurance,57028.125,32,125.70000000000806,453.684367541737
347,CT,legal,72410.71428571429,28,125.70000000000806,576.0597795203631
348,CT,management,63795.498392282956,311,125.70000000000806,507.5218646959337
349,CT,manufacturing,33585.436893203885,103,125.70000000000806,267.1872465648507
350,CT,marketing,55693.47826086957,46,125.70000000000806,443.06665283107395
351,CT,math,71438.46153846153,26,125.70000000000806,568.3250719049877
352,CT,meddental,50241.17647058824,17,125.70000000000806,399.69114137299135
353,CT,meddr,152535.48387096773,124,125.70000000000806,1213.4883362844705
354,CT,media,49672.0,25,125.70000000000806,395.163086714374
355,CT,medinfo,41513.04347826087,23,125.70000000000806,330.25492027253944
356,CT,mednurse,61796.174863387976,366,125.70000000000806,491.6163473618458
357,CT,medtech,56960.22727272727,88,125.70000000000806,453.14421060241546
358,CT,military,35500.0,3,125.70000000000806,282.4184566427822
359,CT,personal,39729.41176470588,34,125.70000000000806,316.0653282792628
360,CT,pharmacy,45036.84210526316,19,125.70000000000806,358.2883222375519
361,CT,project,81965.71428571429,35,125.70000000000806,652.0740993294274
362,CT,protective,38400.0,25,125.70000000000806,305.4892601431785
363,CT,realestate,41925.0,8,125.70000000000806,333.5322195703843
364,CT,retail,30167.532467532466,231,125.70000000000806,239.99628056905755
365,CT,sales,52164.38356164384,219,125.70000000000806,414.99111823103016
366,CT,sanitation,26513.114754098362,61,125.70000000000806,210.92374506043487
367,CT,science,84355.0,20,125.70000000000806,671.0819411296308
368,CT,service,40376.84210526316,95,125.70000000000806,321.2159276472599
369,CT,socialscience,59150.0,2,125.70000000000806,470.5648369132554
370,CT,sports,40148.148148148146,27,125.70000000000806,319.396564424388
371,CT,techhelp,65560.52631578948,38,125.70000000000806,521.5634551772894
372,CT,techinfo,78313.04347826086,69,125.70000000000806,623.0154612430855
373,CT,techsoftware,90275.93984962406,133,125.70000000000806,718.1856789945765
374,CT,therapy,68635.3982300885,113,125.70000000000806,546.0254433578687
375,CT,transport,52870.58823529412,17,125.70000000000806,420.6092938368395
376,CT,uncategorized,41080.58252427184,103,125.70000000000806,326.814498999755
377,CT,veterinary,29336.842105263157,19,125.70000000000806,233.38776535609605
378,CT,warehouse,24459.615384615383,52,125.70000000000806,194.58723456335574
379,DE,accounting,60275.0,28,102.89999999999759,585.7628765792168
380,DE,admin,38160.416666666664,48,102.89999999999759,370.84953028831444
381,DE,agriculture,55900.0,1,102.89999999999759,543.2458697764947
382,DE,arch,100966.66666666667,3,102.89999999999759,981.2115322319635
383,DE,arts,37450.0,2,102.89999999999759,363.94557823130106
384,DE,aviation,51100.0,1,102.89999999999759,496.59863945579394
385,DE,care,21911.11111111111,9,102.89999999999759,212.93596803801384
386,DE,childcare,27500.0,31,102.89999999999759,267.2497570456817
387,DE,construction,43144.444444444445,9,102.89999999999759,419.285174387225
388,DE,customer,30009.375,32,102.89999999999759,291.6362973761001
389,DE,driver,50141.93548387097,93,102.89999999999759,487.2880027587186
390,DE,education,43471.42857142857,42,102.89999999999759,422.46286269610874
391,DE,engchem,95800.0,1,102.89999999999759,931.0009718173202
392,DE,engcivil,80966.66666666667,3,102.89999999999759,786.8480725623767
393,DE,engelectric,35333.333333333336,3,102.89999999999759,343.3754454162698
394,DE,engid,76525.0,4,102.89999999999759,743.683187560756
395,DE,engmech,63033.333333333336,3,102.89999999999759,612.5688370586473
396,DE,finance,70223.07692307692,13,102.89999999999759,682.4400089706372
397,DE,food,25889.887640449437,89,102.89999999999759,251.60240661273122
398,DE,hospitality,37500.0,2,102.89999999999759,364.431486880475
399,DE,hr,53760.0,15,102.89999999999759,522.448979591849
400,DE,install,36437.5,56,102.89999999999759,354.1059280855282
401,DE,insurance,43912.5,8,102.89999999999759,426.74927113703626
402,DE,legal,37750.0,2,102.89999999999759,366.8610301263448
403,DE,management,58335.71428571428,98,102.89999999999759,566.916562543398
404,DE,manufacturing,32635.714285714286,14,102.89999999999759,317.1595168679791
405,DE,marketing,58735.294117647056,17,102.89999999999759,570.7997484708302
406,DE,math,87566.66666666667,3,102.89999999999759,850.9880142533403
407,DE,meddental,29200.0,1,102.89999999999759,283.7706511175965
408,DE,meddr,155248.48484848486,33,102.89999999999759,1508.7316311806462
409,DE,media,55266.666666666664,3,102.89999999999759,537.0910268869578
410,DE,medinfo,30200.0,1,102.89999999999759,293.48882410107586
411,DE,mednurse,56877.86885245902,122,102.89999999999759,552.7489684398479
412,DE,medtech,42803.77358490566,53,102.89999999999759,415.9744760437965
413,DE,military,40275.0,4,102.89999999999759,391.39941690963013
414,DE,personal,37920.0,10,102.89999999999759,368.5131195335363
415,DE,pharmacy,37975.0,12,102.89999999999759,369.0476190476277
